OBJECTID;Join_Count;TARGET_FID;CODIGO;NOMBRE;IDENTIFICA;SHAPE_Leng;fecha_hecho;año;mes;dia;hora;dia_semana;cantidad;latitud;longitud;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida;Shape_Length;Shape_Area
20;11;19;810;El Pinal;810;3271.5746;24/07/2008 15:59;2008;7;24;30dec1899 16:00:00;;1;6.244712;-75.544919;Hombre;54;UniÃ³n marital de hecho;Delincuencia;;;Comerciante;;;;;;Extorsion;Miedo o terror;;;;;;El Pinal;810;8;;;;;;;;;;3271.5746;413416.8
31;11;30;1212;Santa Teresita;1212;3340.7287;23/07/2008 9:59;2008;7;23;30dec1899 10:00:00;;1;6.242817;-75.609622;Mujer;27;UniÃ³n marital de hecho;Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Santa Teresita;1212;12;;;;;;;;;;3340.7287;317659.17
32;11;31;513;Francisco Antonio Zea;513;2257.0108;13apr2012 09:00:00;2012;4;13;30dec1899 09:00:00;;1;6.285217;-75.57424;Mujer;19;Soltero(a);Delincuencia;;;Habitante de la calle;;;;;;Extorsion;InformÃ¡tico;;;;;;Francisco Antonio Zea;513;5;;;;;;;;;;2257.0108;233064.85
43;11;42;308;Manrique Oriental;308;3004.0962;18apr2013 02:00:00;2013;4;18;30dec1899 02:00:00;;1;6.265176;-75.548446;Hombre;34;Soltero(a);Delincuencia;;;Oficios varios;;;;;;Extorsion;Directa;;;;;;Manrique Oriental;308;3;;;;;;;;;;3004.0962;373291.56
56;11;55;1601;Fátima;1601;2687.4572;21/03/2007 9:59;2007;3;21;30dec1899 10:00:00;;1;6.237744;-75.583767;Hombre;66;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;FÃ¡tima;1601;16;;;;;;;;;;2687.4572;434653.7
81;11;80;413;Aranjuez;413;2557.0835;01/11/2008 9:59;2008;11;1;30dec1899 10:00:00;;1;6.283231;-75.561921;Mujer;30;UniÃ³n marital de hecho;Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Aranjuez;413;4;;;;;;;;;;2557.0835;361138.51
85;11;84;1202;Calasanz;1202;2335.3764;23/07/2010 9:00;2010;7;23;30dec1899 09:00:00;;1;6.259661;-75.598517;Mujer;31;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Calasanz;1202;12;;;;;;;;;;2335.3764;313244.29
128;11;127;1101;Carlos E. Restrepo;1101;3377.9586;01aug2007 14:00:00;2007;8;1;30dec1899 14:00:00;;1;6.256756;-75.577072;Hombre;44;Casado(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Miedo o terror;;;;;;Carlos E. Restrepo;1101;11;;;;;;;;;;3377.9586;449895.18
179;11;178;603;Doce de Octubre No.2;603;3344.4213;21/07/2006 15:00;2006;7;21;30dec1899 15:00:00;;1;6.298233;-75.582115;Mujer;36;Divorciado(a);Delincuencia;;;Ama de casa;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Doce de Octubre No.2;603;6;;;;;;;;;;3344.4213;398238.82
204;11;203;502;Las Brisas;502;2963.5328;14/06/2011 16:44;2011;6;14;30dec1899 16:45:00;;1;6.309343;-75.563762;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Las Brisas;502;5;;;;;;;;;;2963.5328;375236.82
215;11;214;408;San Pedro;408;2238.9706;05jan2010 18:00:00;2010;1;5;30dec1899 18:00:00;;1;6.265115;-75.559728;Mujer;28;UniÃ³n marital de hecho;Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;San Pedro;408;4;;;;;;;;;;2238.9706;245843.09
234;11;233;813;Villatina;813;5336.1067;13/07/2010 12:59;2010;7;13;30dec1899 13:00:00;;1;6.233114;-75.538971;Hombre;46;UniÃ³n marital de hecho;Delincuencia;;;Conductor;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Villatina;813;8;;;;;;;;;;5336.1067;406625.43
254;11;253;1511;La Colina;1511;4897.2237;27apr2007 20:00:00;2007;4;27;30dec1899 20:00:00;;1;6.196704;-75.592639;Hombre;43;Soltero(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;La Colina;1511;15;;;;;;;;;;4897.2237;677858.09
48;10;47;1618;Nueva Villa del Aburrá;1618;2250.6714;30/07/2012 15:33;2012;7;30;30dec1899 15:34:00;;1;6.235388;-75.602257;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Nueva Villa del AburrÃ¡;1618;16;;;;;;;;;;2250.6714;188599.47
74;10;73;1304;Los Alcázares;1304;2938.8539;27apr2010 07:50:00;2010;4;27;30dec1899 07:50:00;;1;6.261868;-75.602547;Hombre;37;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Los AlcÃ¡zares;1304;13;;;;;;;;;;2938.8539;272545.86
92;10;91;718;Cucaracho;718;5068.1342;09/07/2013 11:29;2013;7;9;30dec1899 11:30:00;;1;6.282028;-75.60038;Hombre;42;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Directa;;;;;;Cucaracho;718;7;;;;;;;;;;5068.1342;625660.16
148;10;147;1207;El Danubio;1207;2331.7997;27/09/2009 15:00;2009;9;27;30dec1899 15:00:00;;1;6.251851;-75.610294;Hombre;28;Soltero(a);Delincuencia;;;Comunicador social/periodismo/relaciones pÃºblicas;;;;;;Extorsion;Miedo o terror;;;;;;El Danubio;1207;12;;;;;;;;;;2331.7997;212062.28
166;10;165;807;Los Mangos;807;3385.0846;16/09/2013 11:00;2013;9;16;30dec1899 11:00:00;;1;6.248908;-75.545025;Hombre;37;Divorciado(a);Delincuencia;;;Supervisor(a);;;;;;Extorsion;;;;;;;Los Mangos;807;8;;;;;;;;;;3385.0846;467256.77
4;9;3;1620;El Nogal-Los Almendros;1620;3072.1504;01/09/2004 6:59;2004;9;1;30dec1899 07:00:00;;1;6.237397;-75.595945;Hombre;56;Casado(a);Delincuencia;;;Agricultor;;;;;;Extorsion;;;;;;;El Nogal-Los Almendros;1620;16;;;;;;;;;;3072.1504;248378.35
55;9;54;1502;Tenche;1502;2099.1501;06/02/2013 11:29;2013;2;6;30dec1899 11:30:00;;1;6.232417;-75.576764;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Tenche;1502;15;Bus de servicio pÃºblico;;;;;;;;;2099.1501;230563.65
119;9;118;1109;Las Acacias;1109;2663.5543;31dec2012 08:00:00;2012;12;31;30dec1899 08:00:00;;1;6.244362;-75.600005;Hombre;21;Soltero(a);Delincuencia;;;Desempleado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Las Acacias;1109;11;;;;;;;;;;2663.5543;341239.06
125;9;124;1110;La Castellana;1110;4395.658;04/09/2007 12:00;2007;9;4;30dec1899 12:00:00;;1;6.239527;-75.603438;Hombre;55;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Miedo o terror;;;;;;La Castellana;1110;11;;;;;;;;;;4395.658;696662.8
144;9;143;905;Alejandro Echavarría;905;3884.1655;05aug2011 12:24:59;2011;8;5;30dec1899 12:24:59;;1;6.23602;-75.543612;Hombre;21;Soltero(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Alejandro EchavarrÃ­a;905;9;;;;;;;;;;3884.1655;365417.88
199;9;198;1403;Villa Carlota;1403;3942.5437;25aug2009 14:00:00;2009;8;25;30dec1899 14:00:00;;1;6.224422;-75.575245;Hombre;43;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Villa Carlota;1403;14;;;;;;;;;;3942.5437;935204.98
211;9;210;906;Barrio Caycedo;906;2471.7089;12jan2010 15:00:00;2010;1;12;30dec1899 15:00:00;;1;6.244267;-75.557238;Hombre;39;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Barrio Caycedo;906;9;;;;;;;;;;2471.7089;210183.18
242;9;241;1005;Estación Villa;1005;1965.1885;17jan2013 00:00:00;2013;1;17;30dec1899 00:00:00;;1;6.253179;-75.569453;Hombre;38;Soltero(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;EstaciÃ³n Villa;1005;10;;;;;;;;;;1965.1885;195053.95
258;9;257;1117;Florida Nueva;1117;2134.0919;01/09/2007 9:59;2007;9;1;30dec1899 10:00:00;;1;6.250273;-75.588603;Hombre;39;Divorciado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Miedo o terror;;;;;;Florida Nueva;1117;11;;;;;;;;;;2134.0919;249111.07
29;8;28;1203;Los Pinos;1203;2018.8965;01aug2011 12:59:59;2011;8;1;30dec1899 13:00:00;;1;6.254442;-75.597699;Mujer;47;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Los Pinos;1203;12;;;;;;;;;;2018.8965;232997.55
33;8;32;1608;La Mota;1608;4351.6654;19/02/2015 17:00;2015;2;19;30dec1899 17:00:00;;1;6.2105269;-75.597791;Hombre;70;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;La Mota;1608;16;;;;;;;;;;4351.6654;508240.33
40;8;39;415;Miranda;415;2359.9397;06/11/2012 18:30;2012;11;6;30dec1899 18:30:00;;1;6.27385;-75.562289;Hombre;41;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Miranda;415;4;;;;;;;;;;2359.9397;230378.3
62;8;61;210;Santa Cruz;210;2134.296;30/09/2013 9:00;2013;9;30;30dec1899 09:00:00;;1;6.294377;-75.558762;Hombre;24;Soltero(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Santa Cruz;210;2;;;;;;;;;;2134.296;237218.39
66;8;65;Inst_4;Terminal de Transporte;Inst_4;2005.7213;23apr2007 11:10:00;2007;4;23;30dec1899 11:10:00;;1;6.276168;-75.572809;Hombre;-1;UniÃ³n marital de hecho;Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Terminal de Transporte;Inst_4;5;;;;;;;;;;2005.7213;215849.36
79;8;78;1420;Astorga;1420;2005.4821;12/02/2010 15:20;2010;2;12;30dec1899 15:20:00;;1;6.212201;-75.57453;Mujer;35;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Astorga;1420;14;;;;;;;;;;2005.4821;222216.42
95;8;94;414;Brasilia;414;2680.6532;25/09/2013 7:30;2013;9;25;30dec1899 07:30:00;;1;6.273233;-75.559286;Mujer;16;Soltero(a);Delincuencia;;;Habitante de la calle;;;;;;Extorsion;InformÃ¡tico;;;;;;Brasilia;414;4;;;;;;;;;;2680.6532;327324.58
120;8;119;1410;Los Naranjos;1410;5219.6084;16/06/2012 9:59;2012;6;16;30dec1899 10:00:00;;1;6.192886;-75.560703;Hombre;65;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Los Naranjos;1410;14;;;;;;;;;;5219.6084;965370.62
165;8;164;707;Bosques de San Pablo;707;2952.1056;30/03/2009 14:00;2009;3;30;30dec1899 14:00:00;;1;6.275607;-75.581109;Mujer;46;UniÃ³n marital de hecho;Guerrilla;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Bosques de San Pablo;707;7;;;;;;;;;;2952.1056;263146.99
183;8;182;407;Sevilla;407;2044.0987;15/02/2011 15:00;2011;2;15;30dec1899 15:00:00;;1;6.264596;-75.563134;Hombre;60;Casado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Sevilla;407;4;;;;;;;;;;2044.0987;270255.5
184;8;183;304;Santa Inés;304;2601.7597;07apr2016 09:00:00;2016;4;7;30dec1899 09:00:00;;1;6.2709769;-75.545391;Hombre;38;Soltero(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;;;;;;;Santa InÃ©s;304;3;;;;;;;;;;2601.7597;348299.49
222;8;221;703;San Germán;703;4558.097;30dec2011 20:00:00;2011;12;30;30dec1899 20:00:00;;1;6.265923;-75.587663;Mujer;34;UniÃ³n marital de hecho;Delincuencia;;;Ama de casa;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;San GermÃ¡n;703;7;;;;;;;;;;4558.097;569370.87
241;8;240;709;Córdoba;709;2699.8891;19/11/2011 16:34;2011;11;19;30dec1899 16:35:00;;1;6.28046;-75.575492;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;CÃ³rdoba;709;7;;;;;;;;;;2699.8891;234870.39
251;8;250;301;La Salle;301;3437.2921;16/06/2010 17:15;2010;6;16;30dec1899 17:15:00;;1;6.283811;-75.55016;Mujer;37;Soltero(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;La Salle;301;3;;;;;;;;;;3437.2921;367713.83
266;8;265;1615;Los Alpes;1615;2386.52;06/09/2012 6:30;2012;9;6;30dec1899 06:30:00;;1;6.233236;-75.60835;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Los Alpes;1615;16;;;;;;;;;;2386.52;279886.11
270;8;269;1510;Guayabal;1510;4132.5167;18/10/2013 9:59;2013;10;18;30dec1899 10:00:00;;1;6.199884;-75.586509;Mujer;44;Casado(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Guayabal;1510;15;;;;;;;;;;4132.5167;747197.19
11;7;10;309;Versalles No.1;309;2828.1571;20/05/2015 14:25;2015;5;20;30dec1899 14:25:00;;1;6.2654638;-75.545648;Hombre;43;UniÃ³n marital de hecho;Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;Versalles No.1;309;3;;;;;;;;;;2828.1571;369634.34
12;7;11;1408;Altos del Poblado;1408;5263.5968;25/05/2007 12:00;2007;5;25;30dec1899 12:00:00;;1;6.215794;-75.555643;Mujer;35;Viudo(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Miedo o terror;;;;;;Altos del Poblado;1408;14;;;;;;;;;;5263.5968;910950.66
51;7;50;602;Doce de Octubre No.1;602;3074.3098;18/06/2012 9:59;2012;6;18;30dec1899 10:00:00;;1;6.308351;-75.580247;Mujer;51;Soltero(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;Doce de Octubre No.1;602;6;;;;;;;;;;3074.3098;436282.51
61;7;60;1406;Las Lomas No.1;1406;2988.9344;01dec2014 12:10:00;2014;12;1;30dec1899 12:10:00;;1;6.214696;-75.562358;Hombre;30;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Las Lomas No.1;1406;14;;;;;;;;;;2988.9344;486145.05
69;7;68;1409;El Tesoro;1409;5857.9711;11/09/2013 12:00;2013;9;11;30dec1899 12:00:00;;1;6.202754;-75.555311;Hombre;49;Soltero(a);Delincuencia;;;Oficios varios;;;;;;Extorsion;Directa;;;;;;El Tesoro;1409;14;;;;;;;;;;5857.9711;1174852.1
73;7;72;1607;Diego Echavarría;1607;2937.7265;08jan2013 18:20:00;2013;1;8;30dec1899 18:20:00;;1;6.214519;-75.596749;Hombre;61;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Diego EchavarrÃ­a;1607;16;;;;;;;;;;2937.7265;317832.53
130;7;129;1307;Juan XXIII La Quiebra;1307;2893.3514;14/09/2007 9:59;2007;9;14;30dec1899 10:00:00;;1;6.264048;-75.612856;Hombre;47;Casado(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Juan XXIIIi la Quiebra;1307;13;;;;;;;;;;2893.3514;224937.29
161;7;160;409;Manrique Central No.1;409;2690.8261;29/09/2011 12:59;2011;9;29;30dec1899 13:00:00;;1;6.265905;-75.558765;Mujer;42;Casado(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Manrique Central No.1;409;4;;;;;;;;;;2690.8261;355580.32
164;7;163;209;Moscú No.1;209;2237.2298;01/09/2013 10:30;2013;9;1;30dec1899 10:30:00;;1;6.2919;-75.554665;Hombre;35;Soltero(a);Delincuencia;;;Conductor;;;;;;Extorsion;Directa;;;;;;MoscÃº No.1;209;2;;;;;;;;;;2237.2298;190820.95
180;7;179;104;Granizal;104;2885.9498;04jan2010 15:20:00;2010;1;4;30dec1899 15:20:00;;1;6.2944;-75.549345;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Granizal;104;1;;;;;;;;;;2885.9498;244834.69
190;7;189;1616;Las Violetas;1616;5681.7066;22jan2011 14:00:00;2011;1;22;30dec1899 14:00:00;;1;6.236596;-75.620229;Hombre;25;Soltero(a);Delincuencia;;;TecnÃ³logo;;;;;;Extorsion;Directa;;;;;;Las Violetas;1616;16;;;;;;;;;;5681.7066;598538.77
195;7;194;714;Bello Horizonte;714;2089.7651;08/05/2015 9:59;2015;5;8;30dec1899 10:00:00;;1;6.282731;-75.589664;Hombre;37;Soltero(a);Delincuencia;;;MÃ©dico;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Bello Horizonte;714;7;;;;;;;;;;2089.7651;186845.25
201;7;200;723;Pajarito;723;4232.765;13apr2011 15:59:59;2011;4;13;30dec1899 16:00:00;;1;6.281813;-75.606742;Hombre;41;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Pajarito;723;7;;;;;;;;;;4232.765;290313.85
250;7;249;809;Sucre;809;2623.6704;22/05/2015 14:00;2015;5;22;30dec1899 14:00:00;;1;6.2465188;-75.552843;Hombre;31;UniÃ³n marital de hecho;Delincuencia;;;PolÃ­tico;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Sucre;809;8;;;;;;;;;;2623.6704;340196.34
15;6;14;716;Palenque;716;4154.9515;16aug2013 14:00:00;2013;8;16;30dec1899 14:00:00;;1;6.280211;-75.594382;Hombre;59;UniÃ³n marital de hecho;Delincuencia;;;Herrero/forjador;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Palenque;716;7;;;;;;;;;;4154.9515;382414.17
24;6;23;902;Barrios de Jesús;902;3754.6242;04/03/2014 9:59;2014;3;4;30dec1899 10:00:00;;1;6.23222;-75.538996;Mujer;34;Soltero(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;Barrios de JesÃºs;902;9;;;;;;;;;;3754.6242;442235.67
25;6;24;Inst_16;La Alpujarra;Inst_16;2524.1932;08apr2015 11:29:59;2015;4;8;30dec1899 11:30:00;;1;6.2416073;-75.575379;Hombre;29;UniÃ³n marital de hecho;Delincuencia;;;Comerciante;;;;;;Extorsion;Directa;;;;;;La Alpujarra;Inst_16;10;;;;;;;;;;2524.1932;316458.79
38;6;37;913;Loreto;913;3816.1753;17/03/2015 20:00;2015;3;17;30dec1899 20:00:00;;1;6.2293731;-75.555197;Hombre;46;Soltero(a);Delincuencia;;;Desempleado;;;;;;Extorsion;Directa;;;;;;Loreto;913;9;;;;;;;;;;3816.1753;666996.62
41;6;40;Inst_14;U.D. Atanasio Girardot;Inst_14;3340.1833;18jan2016 09:24:59;2016;1;18;30dec1899 09:24:59;;1;6.2572136;-75.587289;Hombre;30;UniÃ³n marital de hecho;Delincuencia;;;Conductor;;;;;;Extorsion;;;;;;;U.D. Atanasio Girardot;Inst_14;11;;;;;;;;;;3340.1833;417796.54
103;6;102;201;La Isla;201;3167.1212;24/06/2012 15:00;2012;6;24;30dec1899 15:00:00;;1;6.303967;-75.550416;Mujer;31;UniÃ³n marital de hecho;Delincuencia;;;Desempleado;;;;;;Extorsion;;;;;;;La Isla;201;2;;;;;;;;;;3167.1212;213093.71
112;6;111;205;La Francia;205;2982.2937;26/07/2019 12:59;2019;7;26;30dec1899 13:00:00;;1;6.2993654;-75.550383;Hombre;24;Casado(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;;;;;;;La Francia;205;2;;;;;;;;;;2982.2937;341808.7
114;6;113;908;Miraflores;908;2496.7066;01aug2013 09:30:00;2013;8;1;30dec1899 09:30:00;;1;6.239224;-75.549889;Mujer;59;Soltero(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Miraflores;908;9;;;;;;;;;;2496.7066;291109.29
116;6;115;1416;Alejandría;1416;2774.7062;23/07/2013 9:59;2013;7;23;30dec1899 10:00:00;;1;6.202551;-75.571915;Hombre;40;Soltero(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;AlejandrÃ­a;1416;14;;;;;;;;;;2774.7062;432152.31
117;6;116;1305;Metropolitano;1305;1586.9184;11/06/2011 18:30;2011;6;11;30dec1899 18:30:00;;1;6.263643;-75.607724;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Metropolitano;1305;13;;;;;;;;;;1586.9184;106982.48
123;6;122;112;Carpinelo;112;2952.3248;02/09/2016 11:28;2016;9;2;30dec1899 11:29:00;;1;6.289588;-75.538237;Mujer;46;UniÃ³n marital de hecho;Delincuencia;;;Empleado sector privado;;;;;;Extorsion;;;;;;;Carpinelo;112;1;;;;;;;;;;2952.3248;361946.64
159;6;158;1301;El Pesebre;1301;3519.7712;13/09/2004 15:59;2004;9;13;30dec1899 16:00:00;;1;6.273103;-75.597796;Mujer;36;Casado(a);Delincuencia;;;Ama de casa;;;;;;Extorsion;;;;;;;El Pesebre;1301;13;;;;;;;;;;3519.7712;221779.33
167;6;166;904;Los Cerros El Vergel;904;2764.1799;01/11/2014 15:00;2014;11;1;30dec1899 15:00:00;;1;6.233402;-75.542205;Hombre;47;Soltero(a);Delincuencia;;;Enfermero(a);;;;;;Extorsion;Directa;;;;;;Los Cerros el Vergel;904;9;;;;;;;;;;2764.1799;316939.9
170;6;169;910;La Milagrosa;910;2240.6107;17/07/2011 15:59;2011;7;17;30dec1899 16:00:00;;1;6.236879;-75.556551;Hombre;48;Casado(a);Delincuencia;;;Oficios varios;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;La Milagrosa;910;9;;;;;;;;;;2240.6107;199687.91
213;6;212;720;Santa Margarita;720;4179.2875;20aug2015 15:00:00;2015;8;20;30dec1899 15:00:00;;1;6.2755101;-75.615965;Mujer;30;UniÃ³n marital de hecho;Delincuencia;;;Ama de casa;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Santa Margarita;720;7;;;;;;;;;;4179.2875;508746.11
217;6;216;1317;Eduardo Santos;1317;2845.4924;10/06/2011 13:50;2011;6;10;30dec1899 13:50:00;;1;6.258127;-75.627964;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;Eduardo Santos;1317;13;;;;;;;;;;2845.4924;236240.75
227;6;226;1415;Los Balsos No.2;1415;2946.5342;24dec2009 09:59:59;2009;12;24;30dec1899 10:00:00;;1;6.192507;-75.567105;Hombre;25;;Delincuencia;;;Profesional;;;;;;Extorsion;Mensaje de texto;;;;;;Los Balsos No.2;1415;14;;;;;;;;;;2946.5342;486359.76
237;6;236;402;San Isidro;402;2905.085;05/10/2009 15:59;2009;10;5;30dec1899 16:00:00;;1;6.285043;-75.559214;Hombre;62;Soltero(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;San Isidro;402;4;;;;;;;;;;2905.085;432192.25
243;6;242;503;Florencia;503;2452.9918;26/10/2012 19:30;2012;10;26;30dec1899 19:30:00;;1;6.310061;-75.566747;Mujer;49;UniÃ³n marital de hecho;Delincuencia;;;Ama de casa;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Florencia;503;5;;;;;;;;;;2452.9918;292989.1
19;5;18;1422;La Aguacatala;1422;3302.6581;21/06/2007 12:30;2007;6;21;30dec1899 12:30:00;;1;6.200954;-75.574645;Hombre;48;UniÃ³n marital de hecho;Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;La Aguacatala;1422;14;;;;;;;;;;3302.6581;622090.16
22;5;21;102;Santo Domingo Savio No.2;102;2943.7077;04jan2019 15:59:59;2019;1;4;30dec1899 16:00:00;;1;6.3004201;-75.541563;Hombre;25;Soltero(a);Delincuencia;;;Independiente;;;;;;Extorsion;;;;;;;Santo Domingo Savio No.2;102;1;;;;;;;;;;2943.7077;264750.45
30;5;29;911;Gerona;911;2258.0949;22/02/2008 9:59;2008;2;22;30dec1899 10:00:00;;1;6.237358;-75.557215;Mujer;22;Soltero(a);Delincuencia;;;Estudiante;;;;;;Extorsion;Miedo o terror;;;;;;Gerona;911;9;;;;;;;;;;2258.0949;249124.85
34;5;33;1609;La Hondonada;1609;4476.375;30/06/2016 12:08;2016;6;30;30dec1899 12:08:00;;1;6.2056589;-75.603173;;-1;;Delincuencia;;;;;;;;;Extorsion;;;;;;;La Hondonada;1609;16;;;;;;;;;;4476.375;462119.35
47;5;46;1413;El Diamante No.2;1413;3742.2905;17/06/2013 0:59;2013;6;17;30dec1899 01:00:00;;1;6.182106;-75.57542;Hombre;43;Divorciado(a);Delincuencia;;;Comerciante;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;El Diamante No.2;1413;14;;;;;;;;;;3742.2905;661034.27
49;5;48;207;Villa del Socorro;207;2550.4182;19/10/2005 15:00;2005;10;19;30dec1899 15:00:00;;1;6.293027;-75.551219;Mujer;55;;Delincuencia;;;Ama de casa;;;;;;Extorsion;;;;;;;Villa del Socorro;207;2;;;;;;;;;;2550.4182;229628.06
58;5;57;505;Boyacá;505;2595.9715;20/02/2012 12:45;2012;2;20;30dec1899 12:45:00;;1;6.301541;-75.566123;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;BoyacÃ¡;505;5;;;;;;;;;;2595.9715;256398.89
82;5;81;307;Manrique Central No.2;307;2619.4582;07/05/2014 14:29;2014;5;7;30dec1899 14:30:00;;1;6.263564;-75.553845;Mujer;35;Soltero(a);Delincuencia;;;Empleado sector privado;;;;;;Extorsion;;;;;;;Manrique Central No.2;307;3;;;;;;;;;;2619.4582;240903.47
122;5;121;909;Cataluña;909;4580.4999;22jan2012 09:59:59;2012;1;22;30dec1899 10:00:00;;1;6.227452;-75.548333;Mujer;41;Soltero(a);Delincuencia;;;Oficios varios;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;CataluÃ±a;909;9;;;;;;;;;;4580.4999;472280.02
141;5;140;1617;Las Mercedes;1617;3346.6321;16/07/2009 15:59;2009;7;16;30dec1899 16:00:00;;1;6.23501;-75.609684;Hombre;45;Casado(a);Delincuencia;;;Profesional;;;;;;Extorsion;Llamada telefÃ³nica;;;;;;Las Mercedes;1617;16;;;;;;;;;;3346.6321;376395.73
146;5;145;105;Moscú No.2;105;2420.4529;17/02/2015 10:30;2015;2;17;30dec1899 10:30:00;;1;6.2882629;-75.54732;;-1;;Delincuencia;;;;;;;;;Extorsion;Directa;;;;;;MoscÃº No.2;105;1;;;;;;;;;;2420.4529;282168.26
